bandgap_target,SLICES,poscar,novelty
3.0,Ti Ti Mn Mn F F F F F F F F 0 4 --o 0 10 -oo 0 10 o-o 0 8 ooo 0 9 --o 0 11 o-o 0 6 -o- 1 4 -oo 1 11 oo- 1 5 oo- 1 8 ooo 1 9 oo- 2 7 ooo 2 5 ooo 2 8 ooo 2 6 ooo 2 10 ooo 2 9 oo+ 3 11 ooo 3 7 ooo 3 4 ooo 3 5 ooo 3 6 ooo 3 8 ooo,Ti2 Mn2 F8\n1.0\n   4.9497842932445861    0.0000000000000000    0.0000000000000000\n  -0.1160888470723763    5.9106321020314994    0.0000000000000000\n  -0.4884768748009277   -1.3260905041502302    6.1566691519431584\nTi Mn F\n2 2 8\ndirect\n   0.3866464505779522    0.0850950182312277    0.9945571299275692 Ti\n   0.4914882470305234    0.5304122691373502    0.5867431423059861 Ti\n   0.4870108379765899    0.4510166715958113    0.5455348763679531 Mn\n   0.9021768314622217    0.5900231516258850    0.0360909011447023 Mn\n   0.6812650728067592    0.2776043533412134    0.9081517873611568 F\n   0.6962391112196199    0.6620291179378456    0.3019387148663245 F\n   0.1178132105436158    0.9031131996310913    0.0943823608352734 F\n   0.2049056323334870    0.3704826221731039    0.1210963637520277 F\n   0.5523106779224590    0.7834118640060234    0.8641132890766713 F\n   0.6019349439644465    0.1321850778804490    0.2627517482899345 F\n   0.9700076657477760    0.5503760898988188    0.7053265071736756 F\n   0.2285679669823505    0.0999700557313528    0.7199245257270284 F\n,1
3.0,Sr Sr Sm Nb O O O O O O 0 8 ooo 0 8 oo+ 0 6 ooo 0 6 o+o 0 5 ooo 0 5 +oo 0 7 oo+ 0 7 +oo 0 4 oo+ 0 4 o+o 0 9 o+o 0 9 +oo 1 7 o-o 1 7 ooo 1 5 o-o 1 5 oo- 1 4 -oo 1 4 ooo 1 8 -oo 1 8 o-o 1 6 -oo 1 6 oo- 1 9 oo- 1 9 ooo 2 8 --o 2 6 -o- 2 4 -oo 2 5 o-- 2 7 o-o 2 9 oo- 3 9 ooo 3 7 ooo 3 5 ooo 3 4 ooo 3 6 ooo 3 8 ooo,Sr2 Sm1 Nb1 O6\n1.0\n  -3.0228073952088477    3.0228073952088481    4.2757240893281674\n   3.0228073952088477   -3.0228073952088481    4.2757240893281674\n   3.0228073952088486    3.0228073952088481   -4.2757240893281674\nSr Sm Nb O\n2 1 1 6\ndirect\n   0.4985824911812897    0.9985824911812897    0.5000000000000000 Sr\n   0.9985824911812896    0.4985824911812897    0.4999999999999999 Sr\n   0.7444689850203881    0.7444689850203881    0.0000000000000000 Sm\n   0.2453644867382489    0.2453644867382489    0.0000000000000000 Nb\n   0.0147681864939908    0.4844676384341542    0.9999999999999999 O\n   0.4844676384341543    0.0147681864939908    0.0000000000000000 O\n   0.0147681864939908    0.0147681864939910    0.5303005480598366 O\n   0.4844676384341542    0.4844676384341542    0.4696994519401634 O\n   0.4814259805454463    0.4814259805454463    0.0000000000000000 O\n   0.0113889320780189    0.0113889320780189    0.0000000000000000 O\n,1
3.0,Sr Sr Zr Zr O O O O O O 0 7 ooo 0 7 o+o 0 6 ooo 0 6 ooo 0 5 ooo 0 5 +oo 0 9 oo+ 0 9 o+o 0 8 oo+ 0 8 +oo 0 4 o+o 0 4 +oo 1 8 o-o 1 8 ooo 1 9 o-o 1 9 oo- 1 7 -oo 1 7 ooo 1 5 oo- 1 5 ooo 1 6 -oo 1 6 oo- 1 4 -oo 1 4 o-o 2 7 ooo 2 6 ooo 2 5 ooo 2 9 ooo 2 8 ooo 2 4 ooo 3 4 --o 3 6 -o- 3 9 -oo 3 5 o-- 3 7 o-o 3 8 oo-,Sr2 Zr2 O6\n1.0\n   3.5023546945560335    0.0000000000000000    0.0000000000000000\n  -0.4271835685029573    6.1477911813592403    0.0000000000000000\n  -1.2003981010863589   -0.5547269272892985    7.6953767828786761\nSr Zr O\n2 2 6\ndirect\n   0.3670147128274533    0.1025570578217059    0.9730609744097913 Sr\n   0.9519431921044115    0.0742075533943320    0.4314685522365462 Sr\n   0.7160449150206005    0.6071645853617714    0.7241901863951388 Zr\n   0.3812251501631119    0.5793816032311775    0.3032331355191964 Zr\n   0.7697778776479984    0.9183378381484002    0.8227315424574828 O\n   0.8830508071833409    0.7171615714329642    0.4965978115847735 O\n   0.8027446808529510    0.4295049497736347    0.1953290035638096 O\n   0.2109015002261048    0.5046990309798395    0.8438211092630863 O\n   0.4162113963932184    0.3848488266602143    0.5146532416956657 O\n   0.3789207553644305    0.8893449566916620    0.2332428645090652 O\n,1
3.0,Zn Zn Zn Zn Zn Zn Fe O O O O O O O O O 0 14 ooo 0 15 ooo 0 7 ooo 0 8 ooo 0 12 ooo 1 11 --o 1 9 -oo 1 7 -o+ 1 10 o-o 1 8 o-o 2 13 ooo 2 12 ooo 2 14 ooo 2 13 oo+ 2 10 ooo 2 11 ooo 3 14 --o 3 15 -oo 3 9 -oo 3 15 -oo 3 7 o-o 3 8 o-o 4 6 ooo 4 13 oo- 4 11 ooo 4 10 ooo 4 12 ooo 4 14 ooo 5 10 --o 5 6 -o- 5 7 -oo 5 6 o-- 5 7 o-o 5 8 oo-,Zn6 Fe1 O9\n1.0\n   3.3330415797975972    0.0000000000000000    0.0000000000000000\n  -0.4601798155679959    7.2895200485579039    0.0000000000000000\n  -1.3196982992501700   -2.6529005251680204    8.1873486130278987\nZn Fe O\n6 1 9\ndirect\n   0.0411637635739322    0.0348968582442757    0.0507907962351542 Zn\n   0.0257677760379538    0.5899643196928011    0.1402034548303631 Zn\n   0.7503436786799862    0.5911688116772608    0.4757289498680165 Zn\n   0.6430293580430135    0.9647087574026525    0.3650590602804715 Zn\n   0.2670778519458452    0.3040462772456108    0.5570977165775607 Zn\n   0.4018843709125489    0.6980273605899084    0.8386475027489034 Zn\n   0.6951755631545069    0.1935453901427771    0.8208540495327357 Fe\n   0.4683878629958455    0.9988242036285643    0.9040236719485046 O\n   0.1028054403289393    0.0054984273385898    0.2619085305973940 O\n   0.9534048347390089    0.7037124695387317    0.9594063375588235 O\n   0.2995517774906729    0.6060530998787682    0.6011624532215256 O\n   0.5894206916459743    0.6682087917717127    0.2812266931365802 O\n   0.1937993696950902    0.3232876183257033    0.7861382773025212 O\n   0.7128467715850917    0.2907974276681970    0.4265644491351683 O\n   0.5613667594774500    0.0547771212666873    0.5999455191955767 O\n   0.9260706120464082    0.3063399111973495    0.0400962859637123 O\n,1
3.0,K Rb Dy Sb Cl Cl Cl Cl Cl Cl 0 8 ooo 0 8 o+o 0 4 oo+ 0 4 o+o 0 6 ooo 0 6 +oo 0 5 o+o 0 5 +oo 0 7 oo+ 0 7 +oo 0 9 ooo 0 9 oo+ 1 5 oo- 1 5 ooo 1 7 o-o 1 7 ooo 1 4 -oo 1 4 ooo 1 6 o-o 1 6 oo- 1 8 -oo 1 8 oo- 1 9 -oo 1 9 o-o 2 5 ooo 2 7 ooo 2 6 ooo 2 4 ooo 2 8 ooo 2 9 ooo 3 9 --o 3 8 -o- 3 4 -oo 3 6 o-- 3 7 o-o 3 5 oo-,K1 Rb1 Dy1 Sb1 Cl6\n1.0\n   4.0050306892759897    6.9277885636994263    0.0000000000000000\n   4.0050306892759897   -6.9277885636994263    0.0000000000000000\n   0.0000000000000000   -4.6112777562726128   -6.5379527937691542\nK Rb Dy Sb Cl\n1 1 1 1 6\ndirect\n   0.9999577119595302    0.0000422880404698    0.9999744321850940 K\n   0.5000447790149477    0.4999552209850523    0.4999078001417477 Rb\n   0.2494781784945230    0.7505218215054770    0.7497016935798542 Dy\n   0.7494217972611296    0.2505782027388704    0.2495456985652414 Sb\n   0.0187537566837381    0.5186088547855757    0.5185342619917834 Cl\n   0.0179900905006212    0.9820099094993788    0.5180290135187077 Cl\n   0.4813712989138719    0.9815402210170874    0.9813479421917667 Cl\n   0.0184597789829126    0.5186287010861281    0.9813479421917667 Cl\n   0.4813911452144242    0.9812462433162620    0.5185342619917834 Cl\n   0.4809006876057145    0.5190993123942855    0.9807951824776384 Cl\n,1
3.0,K Ti F F F F F F 0 6 -oo 0 6 ooo 0 6 o-o 0 7 ooo 0 7 ooo 0 7 ooo 0 4 ooo 0 4 +oo 0 0 +oo 0 5 oo+ 1 5 -o- 1 5 o+- 1 4 -oo 1 4 ooo 1 5 oo- 1 3 ooo 1 2 oo- 1 6 o-o 2 2 oo- 2 3 ooo 2 7 ooo 2 3 +-o 2 3 ooo 2 4 oo+ 3 7 ooo 3 5 +oo 3 5 +oo 3 6 ooo,K1 Ti1 F6\n1.0\n   5.0170863563956019    0.0000000000000000    0.0000000000000000\n   2.4196203772283655    4.4205022391536595    0.0000000000000000\n   1.8704750743867169    1.6272786683294977    6.4328829658591102\nK Ti F\n1 1 6\ndirect\n   0.7608691203191402    0.6745116965758852    0.0769930830348100 K\n   0.2473838955794645    0.9421546224474950    0.5840457688175474 Ti\n   0.3788654858748978    0.6901199312641508    0.8347273098479747 F\n   0.1726553643480312    0.1283278706126136    0.2855136348480857 F\n   0.2390434412368995    0.2897129489640773    0.5966709246436880 F\n   0.5908788900167311    0.6592124647601345    0.4652750611602442 F\n   0.9337620991831967    0.0569065542466998    0.1354779964014705 F\n   0.8715077955204356    0.9543610676769951    0.6715906815496497 F\n,1
3.0,Dy Dy Al Al B B B B O O O O O O O O O O O O 0 13 -oo 0 12 -oo 0 11 ooo 0 9 o+o 0 16 oo- 0 19 ooo 1 18 o-o 1 12 o-o 1 17 ooo 1 14 +oo 1 15 ooo 1 8 ooo 2 8 ooo 2 17 oo+ 2 10 o+o 2 16 ooo 3 10 ooo 3 9 ooo 3 11 ooo 3 13 ooo 4 8 --- 4 19 --o 4 12 -o- 4 14 o-o 5 10 oo- 5 15 ooo 5 17 ooo 5 18 oo- 6 8 ooo 6 19 oo- 6 16 oo- 6 11 oo- 7 13 ooo 7 9 ooo 7 18 ooo 7 14 ooo,Dy2 Al2 B4 O12\n1.0\n   6.4458005170560355    0.0000000000000000    0.0000000000000000\n   0.9241586019370037    7.3768090739511658    0.0000000000000000\n   0.6272351879743274    2.4674146132160031    7.0288642828826866\nDy Al B O\n2 2 4 12\ndirect\n   0.9312644896481349    0.9098467963537947    0.8936207222400644 Dy\n   0.0606218416169787    0.4251514728003138    0.2784072232101038 Dy\n   0.6457722505343587    0.2780005755984859    0.0658905233831724 Al\n   0.7035572596104770    0.6332295328636670    0.6171320371010048 Al\n   0.3258611944740071    0.5149617892142253    0.6187650574644999 B\n   0.7162301394144669    0.6292550320824393    0.6462465287051219 B\n   0.2580666406840061    0.3210087165079983    0.9353231194409469 B\n   0.1889620921025727    0.2128294298908655    0.6758803639216591 B\n   0.8985359272079153    0.5763505812707993    0.4966719078404930 O\n   0.0841580064447638    0.1101897569240353    0.6084980348454476 O\n   0.6818482300190308    0.4576598408961078    0.8170404048748002 O\n   0.7173832965957750    0.0688894886948755    0.0172853757352318 O\n   0.7348336750034511    0.8065747670318821    0.6939623428827902 O\n   0.2490867052408937    0.5067054403282287    0.7969506236253915 O\n   0.0951029380714340    0.6952152281533610    0.0943977106524885 O\n   0.4643470963817999    0.6499051177882542    0.5244001753839795 O\n   0.1906572093601135    0.1802528534759413    0.8735584550585904 O\n   0.3499040920732932    0.2927476169371506    0.1001668178112540 O\n   0.7824673803866203    0.3696129397143664    0.1949505780403945 O\n   0.2942045059836750    0.3713378237792982    0.5491810188814150 O\n,1
3.0,Dy Dy Ga Ga O O O O O O 0 8 --o 0 8 ooo 0 6 ooo 0 6 oo+ 0 4 oo+ 0 4 ooo 1 5 -oo 1 5 o-o 1 9 oo- 1 9 ooo 1 7 ooo 1 6 ooo 2 9 ooo 2 8 +oo 2 6 ooo 2 4 o+o 2 4 oo+ 3 7 +oo 3 9 o+o 3 7 ooo 3 5 ooo 3 8 ooo,Dy2 Ga2 O6\n1.0\n   3.8707872448239224    0.0000000000000000    0.0000000000000000\n   0.6502414634805411    5.7954964418523307    0.0000000000000000\n   1.5262683837763908    2.0472230070753841    6.2478361082999676\nDy Ga O\n2 2 6\ndirect\n   0.2187779765238387    0.8117203164889362    0.1097081156781053 Dy\n   0.5722272360159633    0.1022279485243186    0.4504548141304066 Dy\n   0.1477757662704126    0.6251405267131229    0.6948418608367647 Ga\n   0.7297434329219865    0.3238216924107712    0.8845751432766066 Ga\n   0.4644817943496155    0.4357958572938795    0.1735664155148243 O\n   0.1125134783618762    0.8799060143284749    0.4320634833239045 O\n   0.4810237790777084    0.3469975924266900    0.6672615162058155 O\n   0.6939751233742876    0.0089026641652302    0.0842705881582069 O\n   0.0985316427000601    0.4074955076767860    0.3202956575535727 O\n   0.4147876595862152    0.8229613631528570    0.7706551124547181 O\n,1
3.0,Cs Cs Li Tl Br Br Br Br Br Br 0 9 ooo 0 9 oo+ 0 8 ooo 0 8 o+o 0 6 ooo 0 6 +oo 0 7 oo+ 0 7 +oo 0 4 oo+ 0 4 o+o 0 5 o+o 0 5 +oo 1 7 o-o 1 7 ooo 1 6 o-o 1 6 oo- 1 4 -oo 1 4 ooo 1 9 -oo 1 9 o-o 1 8 -oo 1 8 oo- 1 5 oo- 1 5 ooo 2 5 ooo 2 7 ooo 2 6 ooo 2 4 ooo 2 8 ooo 2 9 ooo 3 9 --o 3 8 -o- 3 4 -oo 3 6 o-- 3 7 o-o 3 5 oo-,Cs2 Li1 Tl1 Br6\n1.0\n  -3.9394847781971296    3.9394847781971301    5.5714176111278624\n   3.9394847781971296   -3.9394847781971301    5.5714176111278624\n   3.9394847781971305    3.9394847781971301   -5.5714176111278615\nCs Li Tl Br\n2 1 1 6\ndirect\n   0.4997888406517313    0.9997888406517313    0.5000000000000000 Cs\n   0.9997888406517313    0.4997888406517313    0.5000000000000001 Cs\n   0.2491003478851248    0.2491003478851248    0.0000000000000000 Li\n   0.7491664155665922    0.7491664155665922    0.0000000000000000 Tl\n   0.0015334344355939    0.4980755127908446    0.0000000000000000 Br\n   0.0011414864295975    0.0011414864295975    0.0000000000000000 Br\n   0.4980755127908445    0.0015334344355939    0.9999999999999999 Br\n   0.4980755127908446    0.4980755127908445    0.4965420783552506 Br\n   0.0015334344355939    0.0015334344355939    0.5034579216447495 Br\n   0.4974879442195075    0.4974879442195075    0.0000000000000000 Br\n,0
3.0,Li Li Si Si O O O O O O 0 8 --o 0 6 o-o 0 5 -o- 0 4 oo- 0 7 -oo 0 9 o-o 1 4 oo- 1 6 ooo 1 9 ooo 1 8 ooo 1 7 ooo 1 5 ooo 2 5 oo+ 2 4 o+o 2 8 +oo 2 6 o+o 2 9 o+o 2 7 +oo 3 6 o-o 3 8 -oo 3 4 o-o 3 7 oo- 3 9 -oo 3 5 oo-,Li2 Si2 O6\n1.0\n   5.0102187770440070    0.0000000000000000    0.0000000000000000\n  -1.3544720675498150    4.8605113836916818    0.0000000000000000\n  -2.0091429554535791   -2.2776300333078314    4.5167370027596467\nLi Si O\n2 2 6\ndirect\n   0.9908750890344542    0.7357790567035092    0.8419610651000597 Li\n   0.5926890223988752    0.3291191877619551    0.8262668295305207 Li\n   0.2777230111348392    0.6653673644191230    0.4587819480835285 Si\n   0.8900152002727104    0.0319618144112912    0.4306753165327367 Si\n   0.0547193713567311    0.4107882742847882    0.5529400441311426 O\n   0.5153284734855315    0.4774196031480892    0.5085439308256486 O\n   0.6131656753502044    0.9752216234672535    0.5305613395506313 O\n   0.7445450767518029    0.8420056574525185    0.0777083292042126 O\n   0.1681115558704264    0.9415983783737553    0.6291107958804909 O\n   0.0535979936331905    0.5165614756867515    0.1002404143425424 O\n,1
3.0,Zn Zn F F F 0 4 --o 0 4 -oo 0 4 o-o 0 4 ooo 0 2 -o- 0 2 -oo 0 3 oo- 0 3 ooo 1 2 o-- 1 3 o-o 1 3 oo- 1 3 ooo 1 2 ooo 1 2 o-o 1 2 oo-,Zn2 F3\n1.0\n   3.9120342841180444    0.0000000000000000    0.0000000000000000\n   0.7253013765140004    4.8353072987779697    0.0000000000000000\n   1.3397246903478064    1.6570596497864327    4.7899902329411246\nZn F\n2 3\ndirect\n   0.9635300859445902    0.0431153952370041    0.9061849943370260 Zn\n   0.8189943424834364    0.7949945117171275    0.6215937421048572 Zn\n   0.7157141072880105    0.0822703599739327    0.2718011099962643 F\n   0.4194341909831264    0.8044235207990548    0.9482563938283093 F\n   0.0224906438931833    0.4138789072037848    0.5930543186263152 F\n,1
3.0,Ca Ca H H H 0 2 --- 0 2 -oo 0 2 o-o 0 2 oo+ 0 3 oo- 0 3 o-- 0 3 ooo 1 3 +oo 1 4 -oo 1 4 ooo 1 4 o+o 1 4 ooo 1 2 o+o 1 2 oo+ 3 4 o-o,Ca2 H3\n1.0\n   3.5169886310154173    0.0000000000000000    0.0000000000000000\n   0.0777861052845772    3.5311624812936766    0.0000000000000000\n   0.0270589845983793    0.0353424143899799    5.8605467161186997\nCa H\n2 3\ndirect\n   0.9235539530014550    0.0227325474425969    0.0238918152894688 Ca\n   0.4336170329880998    0.5260720822292726    0.5176442046343561 Ca\n   0.9247921992315905    0.0022498325998772    0.4401299274233653 H\n   0.3688448951011553    0.4996184177352545    0.0947760414466130 H\n   0.4344632157098222    0.0271359496019384    0.7682538489938119 H\n,1
4.0,Li Li Co F F F F F 0 4 --o 0 4 -oo 0 5 o-o 0 3 ooo 1 7 ooo 1 6 ooo 1 3 ooo 1 5 ooo 2 6 --o 2 5 -o- 2 7 o-- 2 3 oo-,Li2 Co1 F5\n1.0\n   4.0204381011299377    0.0000000000000000    0.0000000000000000\n  -1.9544193823340927    5.2914236308842639    0.0000000000000000\n  -1.1127392392769517   -0.6613593683157472    5.9171629915058110\nLi Co F\n2 1 5\ndirect\n   0.0577384821272765    0.0005873795396925    0.0165024895229013 Li\n   0.0715430948645057    0.9763012562806966    0.5304339434739552 Li\n   0.8069964888548193    0.4629492565029157    0.0076861091173973 Co\n   0.9305918488474523    0.6912183423171135    0.7951447181882539 F\n   0.0681598760723031    0.9738023704538966    0.5280242156915084 F\n   0.0062310833629805    0.2637348790158606    0.1923000776110083 F\n   0.3907420299895804    0.1978608058672760    0.8333524429725184 F\n   0.8998204192311372    0.7508476762196216    0.2161554735910323 F\n,1
4.0,Ba Li Fe O O 0 4 o-o 0 4 +oo 0 4 ooo 0 4 o+o 0 3 +oo 0 3 ooo 0 3 o+o 1 3 ooo 1 3 -oo 1 4 ooo 1 4 o-o 1 4 ooo 2 4 -oo 2 3 o+- 2 3 o+- 2 3 o-o 2 3 ooo,Ba1 Li1 Fe1 O2\n1.0\n  -3.8390541329325711    0.0000000000000000    0.0000000000000000\n  -0.1886563916590035   -4.1007260314035436    0.0000000000000000\n   1.7557054794837028    1.7275709276384983    5.7994347020232215\nBa Li Fe O\n1 1 1 2\ndirect\n   0.9511765502156350    0.8400227848772257    0.8648826791305610 Ba\n   0.6186513459288459    0.4567782290204353    0.1949566989816263 Li\n   0.3109446334340725    0.1946232144533320    0.4884330112299703 Fe\n   0.4646157108955787    0.3314406975540642    0.8166840767103357 O\n   0.1433027697855556    0.3507552599486804    0.2303783698861658 O\n,1
4.0,Er Er Te Te F F F F F F F F 0 4 --o 0 10 ooo 0 5 --o 0 8 -oo 0 6 o-o 0 11 ooo 1 10 --o 1 9 ooo 1 7 -oo 1 4 o-o 1 5 oo- 1 8 ooo 2 6 ooo 2 10 ooo 2 11 ooo 2 7 ooo 3 9 ooo 3 4 ooo 3 5 ooo 3 6 ooo,Er2 Te2 F8\n1.0\n   4.2358091870911174    0.0000000000000000    0.0000000000000000\n   0.0768368412616532    6.7411431218651003    0.0000000000000000\n   1.2380293277923289    0.5126003891739755    9.7056090113883133\nEr Te F\n2 2 8\ndirect\n   0.1305082661025053    0.0161283898282383    0.9602550480668161 Er\n   0.0564104734997034    0.4947792171198440    0.2320455639098332 Er\n   0.7748995236948868    0.9252887700244240    0.6137041509621015 Te\n   0.3370374208938361    0.1147820557724438    0.4562452518739645 Te\n   0.5569433032002786    0.4591692032050677    0.2300784173297179 F\n   0.0917776613598046    0.7407023594037978    0.0894423453836518 F\n   0.9771368678219163    0.6332705257242363    0.4139861564973832 F\n   0.4411141816799187    0.1146106470534132    0.7778560278925410 F\n   0.6051310272524801    0.0174231875731021    0.0274415297040804 F\n   0.9483871721793808    0.8414720425759588    0.8076849369985157 F\n   0.4909182590180497    0.7075771347092819    0.6809232320791296 F\n   0.0959336610863923    0.2969710311948836    0.0578075760473665 F\n,1
4.0,Lu Lu S O O 0 4 oo- 0 4 +oo 0 4 oo- 0 3 o+o 0 2 +++ 0 2 ooo 0 2 +oo 0 2 o+o 0 2 ooo 1 4 --- 1 4 -oo 1 3 o-o 1 3 oo+ 1 3 ooo 1 2 oo+ 1 2 ooo 2 4 -oo 2 4 ooo 2 3 o++ 2 3 o++,Lu2 S1 O2\n1.0\n   3.6836042580684061    0.0000000000000000    0.0000000000000000\n   1.8288809795459797    3.2109858906272883    0.0000000000000000\n   0.0676851691529304    0.0047437516656497    6.5819021742361352\nLu S O\n2 1 2\ndirect\n   0.1581454323448545    0.6771735110372139    0.1761377651652895 Lu\n   0.5110959644998649    0.0206392105372388    0.7490337953455988 Lu\n   0.8451557061317508    0.3458391995019176    0.4621135873203007 S\n   0.1766478045066138    0.6801286025021246    0.8328977782062782 O\n   0.4972952742353510    0.0138844615562444    0.0906283270469195 O\n,0
4.0,Nd Nd Gd Cl O O O 0 6 -o- 0 6 oo- 0 6 --o 0 5 o-o 0 5 ooo 0 4 -oo 0 4 ooo 1 5 oo+ 1 5 ooo 1 5 o+o 1 4 ooo 1 3 ooo 1 3 o+o 2 3 oo+ 2 3 +oo 2 4 ooo 2 4 o+o 2 6 o-+ 2 6 +o+ 2 5 oo+ 2 5 ooo 3 6 --o 3 6 o-o 3 6 -oo 3 6 ooo 3 4 --o 3 4 -o- 4 5 ooo 4 5 o-- 4 6 ooo 4 6 oo-,Nd2 Gd1 Cl1 O3\n1.0\n   3.5919090321522744    0.0000000000000000    0.0000000000000000\n  -1.2947118956249903    6.2559282806613741    0.0000000000000000\n  -1.4031604219091047   -2.0037037453303075    7.7114092121691415\nNd Gd Cl O\n2 1 1 3\ndirect\n   0.3480166526900928    0.6920866499379063    0.7218352900867894 Nd\n   0.6693286657487451    0.6107354633832026    0.3094359018462353 Nd\n   0.5879782219146484    0.1466700635783595    0.6144289229599872 Gd\n   0.0913171123964586    0.7404783793448848    0.0580854928819580 Cl\n   0.9419674093919429    0.9505219592618536    0.7228070267249981 O\n   0.7218022702853849    0.4775304702915564    0.5613482685573142 O\n   0.2762225918840413    0.7957424200947284    0.4528317342347691 O\n,1
4.0,Li Li Al Al Al O O O O O O 0 7 ooo 0 7 o+o 0 9 ooo 1 10 o-o 1 5 -oo 1 5 -oo 1 5 -oo 2 6 o+o 2 8 o+o 2 6 ooo 2 7 oo- 3 9 ooo 3 5 oo- 3 8 o-o 3 7 +oo 4 6 oo+ 4 10 ooo 4 9 ooo 4 9 ooo,Li2 Al3 O6\n1.0\n  -3.0685609688907376    0.0000000000000000    0.0000000000000000\n   1.4165431073041423    5.6240271842669047    0.0000000000000000\n  -0.2080444307643648   -2.3021092728767756   -7.0050560905031150\nLi Al O\n2 3 6\ndirect\n   0.6974806857539627    0.7561077327694120    0.0566945023743837 Li\n   0.6005316188283755    0.7176776635453153    0.5725971050547904 Li\n   0.0241565448859393    0.4101661912652731    0.7438836965624307 Al\n   0.0013625774814128    0.4466109359077725    0.2815109708311088 Al\n   0.3590093841398108    0.0860718935101348    0.9096383250438431 Al\n   0.5769249443032468    0.6106719833141152    0.2736302359877829 O\n   0.5121742007977015    0.3971634314189451    0.8677989531658707 O\n   0.2150954393390498    0.7570447140992050    0.8728330893463775 O\n   0.9861888174896692    0.4485139520726774    0.5201793163329016 O\n   0.8823894133215263    0.1558891136158203    0.0880997612021076 O\n   0.8654081159527025    0.0546965048596827    0.7261234799131526 O\n,1
4.0,Ba Ba Ca Ca Ta Ta Nb O O O O O O O O O O O O 0 15 oo- 0 17 oo- 0 13 ooo 0 9 ooo 0 17 oo- 0 16 oo- 0 8 oo- 0 6 ooo 0 12 +oo 1 11 o-o 1 14 ooo 1 14 ooo 1 12 o-o 1 10 ooo 1 7 ooo 1 15 o-o 1 15 ooo 1 11 ooo 1 18 ooo 2 8 --o 2 10 -oo 2 17 -oo 2 9 ooo 2 10 -oo 2 7 ooo 2 18 -oo 2 16 o-o 2 13 o-o 2 16 ooo 3 15 --o 3 16 --o 3 14 -oo 3 9 o-o 3 7 ooo 3 16 ooo 3 12 --o 3 14 --o 3 11 -oo 4 7 o-o 4 17 ooo 4 18 ooo 4 18 ooo 4 18 ooo 4 10 ooo 4 6 --o 5 15 ooo 5 9 -o- 5 8 -oo 5 8 o-- 5 14 o-o 5 13 oo- 5 11 o-o 5 12 oo- 6 7 ooo 6 10 ooo 6 12 ooo 6 11 ooo 6 7 ooo 6 16 ooo 6 9 ooo 6 7 ooo 6 15 ooo,Ba2 Ca2 Ta2 Nb1 O12\n1.0\n   5.6519123081894556    0.0000000000000000    0.0000000000000000\n   2.5134165552828081    5.5156608070406961    0.0000000000000000\n   2.5675722267476258    0.6997567778928258    9.9678161704757269\nBa Ca Ta Nb O\n2 2 2 1 12\ndirect\n   0.6391829931665276    0.9191099249659417    0.1554168091152700 Ba\n   0.7076180847107809    0.0162463708171822    0.7876003854911597 Ba\n   0.9657831687152254    0.1364732007206154    0.3988140088141811 Ca\n   0.4383192951151541    0.5498853286189145    0.9411510338639988 Ca\n   0.9850048198442296    0.3467414509883754    0.0512690925342451 Ta\n   0.6516676429194277    0.7187573250478605    0.5350469514343056 Ta\n   0.2279648612164452    0.6051521202136363    0.3282776648232868 Nb\n   0.9520546577467837    0.6417939726202202    0.9468693573701014 O\n   0.0197525246698547    0.4533775255655954    0.4910268591994186 O\n   0.6054299385598293    0.5651905900192198    0.7108359570694947 O\n   0.8096716998584281    0.2397452351876980    0.9331973533844604 O\n   0.1986771115225920    0.8734640232933673    0.1907264986513615 O\n   0.3530499341506041    0.2093364288447591    0.9848785889814535 O\n   0.9823547597012879    0.4161754216916614    0.2228981951863597 O\n   0.8415841410889757    0.8250352891333906    0.3576247851329761 O\n   0.6209905877747046    0.0317421957565214    0.5700444301766743 O\n   0.5056991487108053    0.3637262906094759    0.2234213456994185 O\n   0.7826065477685473    0.2239450808143661    0.9930478142752046 O\n   0.3618059278880603    0.7238608344423025    0.4554501619684089 O\n,1
4.0,Li Li Li Li I I 0 2 --+ 0 2 o-+ 0 4 ooo 0 3 -o+ 0 5 oo+ 0 5 o-+ 0 3 oo+ 0 1 oo+ 1 4 o-o 1 4 ooo 1 5 +oo 1 5 ooo 1 3 -oo 1 3 ooo 1 2 o-o 1 2 ooo 2 5 ooo 2 5 o+o 2 5 +o- 2 5 +oo 2 4 ooo 3 4 o+- 3 4 ooo 3 5 o+- 3 4 +o- 3 4 oo-,Li4 I2\n1.0\n   4.5349650638712804    0.0000000000000000    0.0000000000000000\n   0.3832952169436087    6.0158901408508498    0.0000000000000000\n   1.3005303391662417    1.0361980334851488    6.9457556432426761\nLi I\n4 2\ndirect\n   0.9337695442429286    0.9498487722314197    0.0155930222102650 Li\n   0.5446032112291570    0.3725869836386594    0.2387337185650392 Li\n   0.8526161892487862    0.6986591550058883    0.5182957492400819 Li\n   0.9483292333813467    0.1800630623314228    0.5646782908907597 Li\n   0.3673707807006706    0.8882656554519357    0.2730105579969763 I\n   0.9145898798444270    0.4389344618429363    0.8783640942813370 I\n,1
